FieldID	Field
x5139_0_0	6mm keratometry result unreliable (right)|x5139_0_0
x5140_0_0	3mm keratometry result unreliable (right)|x5140_0_0
x5141_0_0	3mm asymmetry index unreliable (left)|x5141_0_0
x5142_0_0	6mm asymmetry index unreliable (left)|x5142_0_0
x5143_0_0	6mm asymmetry index unreliable (right)|x5143_0_0
x5144_0_0	3mm asymmetry index unreliable (right)|x5144_0_0
x5145_0_0	3mm regularity index unreliable (right)|x5145_0_0
x5146_0_0	6mm regularity index unreliable (right)|x5146_0_0
x5147_0_0	6mm regularity index unreliable (left)|x5147_0_0
x5148_0_0	3mm regularity index unreliable (left)|x5148_0_0
x5149_0_0	3mm regularity index for irregular astigmatism level (left)|x5149_0_0
x5152_0_0	3mm asymmetry index for irregular astigmatism level (right)|x5152_0_0
x5155_0_0	3mm asymmetry index for irregular astigmatism level (left)|x5155_0_0
x5156_0_0	3mm asymmetry index (left)|x5156_0_0
x5157_0_0	6mm asymmetry index (left)|x5157_0_0
x5158_0_0	6mm asymmetry index (right)|x5158_0_0
x5159_0_0	3mm asymmetry index (right)|x5159_0_0
x5160_0_0	3mm regularity index (right)|x5160_0_0
x5161_0_0	6mm regularity index (right)|x5161_0_0
x5162_0_0	6mm regularity index (left)|x5162_0_0
x5163_0_0	3mm regularity index (left)|x5163_0_0
x5164_0_0	3mm regularity index for irregular astigmatism level (right)|x5164_0_0
x5181_0_0	Ever had eye surgery|x5181_0_0
x5182_0_0	Both eyes present|x5182_0_0
x5183_0_0	Current eye infection|x5183_0_0
x5185_0_0	Visual acuity measured (right)|x5185_0_0
x5186_0_0	Duration visual-acuity screen displayed (right)|x5186_0_0
x5187_0_0	Visual acuity measured (left)|x5187_0_0
x5188_0_0	Duration visual-acuity screen displayed (left)|x5188_0_0
x5189_0_0	Auto-refraction method (right)|x5189_0_0
x5190_0_0	Duration at which refractometer first shown (right)|x5190_0_0
x5191_0_0	Auto-refraction method (left)|x5191_0_0
x5193_0_0	Duration at which refractometer first shown (left)|x5193_0_0
x5194_0_0	Intra-ocular pressure (IOP) method (right)|x5194_0_0
x5196_0_0	Intra-ocular pressure (IOP) method (left)|x5196_0_0
x5198_0_0	Eye measures duration|x5198_0_0
x5199_0_0	logMAR initial (right)|x5199_0_0
x5200_0_0	Final number of letters displayed (right)|x5200_0_0
x5201_0_0	logMAR final (right)|x5201_0_0
x5202_0_0	Number of rounds to result (right)|x5202_0_0
x5204_0_0	Distance of viewer to screen (right)|x5204_0_0
x5205_0_0	Direct or mirror view (right)|x5205_0_0
x5206_0_0	logMAR initial (left)|x5206_0_0
x5207_0_0	Final number of letters displayed (left)|x5207_0_0
x5208_0_0	logMAR final (left)|x5208_0_0
x5209_0_0	Number of rounds to result (left)|x5209_0_0
x5211_0_0	Distance of viewer to screen (left)|x5211_0_0
x5212_0_0	Direct or mirror view (left)|x5212_0_0
x5215_0_0	Vertex distance (right)|x5215_0_0
x5221_0_0	Index of best refractometry result (right)|x5221_0_0
x5237_0_0	3mm index of best keratometry results (right)|x5237_0_0
x5251_0_0	6mm index of best keratometry results (right)|x5251_0_0
x5254_0_0	Intra-ocular pressure corneal-compensated (right)|x5254_0_0
x5255_0_0	Intra-ocular pressure Goldmann-correlated (right)|x5255_0_0
x5256_0_0	Corneal hysteresis (right)|x5256_0_0
x5257_0_0	Corneal resistance factor (right)|x5257_0_0
x5262_0_0	Intra-ocular pressure corneal-compensated (left)|x5262_0_0
x5263_0_0	Intra-ocular pressure Goldmann-correlated (left)|x5263_0_0
x5264_0_0	Corneal hysteresis (left)|x5264_0_0
x5265_0_0	Corneal resistance factor (left)|x5265_0_0
x5274_0_0	Vertex distance (left)|x5274_0_0
x5276_0_0	Index of best refractometry result (left)|x5276_0_0
x5292_0_0	3mm index of best keratometry results (left)|x5292_0_0
x5306_0_0	6mm index of best keratometry results (left)|x5306_0_0
x5324_0_0	Ever had cataract surgery|x5324_0_0
x5325_0_0	Ever had refractive laser eye surgery|x5325_0_0
x5326_0_0	Ever had surgery for glaucoma or high eye pressure|x5326_0_0
x5327_0_0	Ever had laser treatment for glaucoma or high eye pressure|x5327_0_0
x5328_0_0	Ever had corneal graft surgery|x5328_0_0
x5364_0_0	Average weekly intake of other alcoholic drinks|x5364_0_0
x5375_0_0	Longest period of unenthusiasm / disinterest|x5375_0_0
x5386_0_0	Number of unenthusiastic/disinterested episodes|x5386_0_0
x5408_0_0	Which eye(s) affected by amblyopia (lazy eye)|x5408_0_0
x5419_0_0	Which eye(s) affected by injury or trauma resulting in loss of vision|x5419_0_0
x5430_0_0	Age when loss of vision due to injury or trauma diagnosed|x5430_0_0
x5441_0_0	Which eye(s) are affected by cataract|x5441_0_0
x5452_0_0	Leg pain when standing still or sitting|x5452_0_0
x5463_0_0	Leg pain in calf/calves|x5463_0_0
x5474_0_0	Leg pain when walking uphill or hurrying|x5474_0_0
x5485_0_0	Leg pain when walking normally|x5485_0_0
x5496_0_0	Leg pain when walking ever disappears while walking|x5496_0_0
x5507_0_0	Leg pain on walking : action taken|x5507_0_0
x5518_0_0	Leg pain on walking : effect of standing still|x5518_0_0
x5529_0_0	Surgery on leg arteries (other than for varicose veins)|x5529_0_0
x5540_0_0	Surgery/amputation of toe or leg|x5540_0_0
x5556_0_0	FI9 : concept interpolation|x5556_0_0
x5610_0_0	Which eye(s) affected by presbyopia|x5610_0_0
x5663_0_0	Length of longest manic/irritable episode|x5663_0_0
x5674_0_0	Severity of manic/irritable episodes|x5674_0_0
x5699_0_0	FI10 : arithmetic sequence recognition|x5699_0_0
x5779_0_0	FI11 : antonym|x5779_0_0
x5790_0_0	FI12 : square sequence recognition|x5790_0_0
x5832_0_0	Which eye(s) affected by hypermetropia (long sight)|x5832_0_0
x5843_0_0	Which eye(s) affected by myopia (short sight)|x5843_0_0
x5855_0_0	Which eye(s) affected by astigmatism|x5855_0_0
x5866_0_0	FI13 : subset inclusion logic|x5866_0_0
x5877_0_0	Which eye(s) affected by other eye condition|x5877_0_0
x5890_0_0	Which eye(s) affected by diabetes-related eye disease|x5890_0_0
x5901_0_0	Age when diabetes-related eye disease diagnosed|x5901_0_0
x5912_0_0	Which eye(s) affected by macular degeneration|x5912_0_0
x5923_0_0	Age macular degeneration diagnosed|x5923_0_0
x5934_0_0	Which eye(s) affected by other serious eye condition|x5934_0_0
x5945_0_0	Age other serious eye condition diagnosed|x5945_0_0
x5959_0_0	Previously smoked cigarettes on most/all days|x5959_0_0
x5983_0_0	ECG heart rate|x5983_0_0
x5984_0_0	ECG load|x5984_0_0
x5985_0_0	Bicycle speed|x5985_0_0
x5986_0_0	ECG phase time|x5986_0_0
x5992_0_0	ECG phase duration|x5992_0_0
x5993_0_0	ECG number of stages in a phase|x5993_0_0
x6014_0_0	Doctor restricts physical activity due to heart condition|x6014_0_0
x6015_0_0	Chest pain felt during physical activity|x6015_0_0
x6016_0_0	Chest pain felt outside physical activity|x6016_0_0
x6017_0_0	Able to walk or cycle unaided for 10 minutes|x6017_0_0
x6019_0_0	ECG/bike method for fitness test|x6019_0_0
x6020_0_0	Completion status of test|x6020_0_0
x6022_0_0	ECG during exercise duration|x6022_0_0
x6024_0_0	Program category|x6024_0_0
x6032_0_0	Maximum workload during fitness test|x6032_0_0
x6033_0_0	Maximum heart rate during fitness test|x6033_0_0
x6034_0_0	Target heart rate achieved|x6034_0_0
x6038_0_0	Number of trend entries|x6038_0_0
x6039_0_0	Duration of fitness test|x6039_0_0
x6070_0_0	OCT measured (right)|x6070_0_0
x6071_0_0	Duration at which OCT screen shown (right)|x6071_0_0
x6072_0_0	OCT measured (left)|x6072_0_0
x6073_0_0	Duration at which OCT screen shown (left)|x6073_0_0
x6074_0_0	Glasses worn/required (right)|x6074_0_0
x6075_0_0	Glasses worn/required (left)|x6075_0_0
x6119_0_0	Which eye(s) affected by glaucoma|x6119_0_0
x6138_0_0	Qualifications|x6138_0_0
x6139_0_0	Gas or solid-fuel cooking/heating|x6139_0_0
x6140_0_0	Heating type(s) in home|x6140_0_0
x6141_0_0	How are people in household related to participant|x6141_0_0
x6142_0_0	Current employment status|x6142_0_0
x6143_0_0	Transport type for commuting to job workplace|x6143_0_0
x6144_0_0	Never eat eggs dairy wheat sugar|x6144_0_0
x6145_0_0	Illness injury bereavement stress in last 2 years|x6145_0_0
x6146_0_0	Attendance/disability/mobility allowance|x6146_0_0
x6147_0_0	Reason for glasses/contact lenses|x6147_0_0
x6148_0_0	Eye problems/disorders|x6148_0_0
x6149_0_0	Mouth/teeth dental problems|x6149_0_0
x6150_0_0	Vascular/heart problems diagnosed by doctor|x6150_0_0
x6151_0_0	Fractured bone site(s)|x6151_0_0
x6152_0_0	Blood clot DVT bronchitis emphysema asthma rhinitis eczema allergy diagnosed by doctor|x6152_0_0
x6153_0_0	Medication for cholesterol blood pressure diabetes or take exogenous hormones|x6153_0_0
x6154_0_0	Medication for pain relief constipation heartburn|x6154_0_0
x6155_0_0	Vitamin and mineral supplements|x6155_0_0
x6156_0_0	Manic/hyper symptoms|x6156_0_0
x6157_0_0	Why stopped smoking|x6157_0_0
x6158_0_0	Why reduced smoking|x6158_0_0
x6159_0_0	Pain type(s) experienced in last month|x6159_0_0
x6160_0_0	Leisure/social activities|x6160_0_0
x6162_0_0	Types of transport used (excluding work)|x6162_0_0
x6164_0_0	Types of physical activity in last 4 weeks|x6164_0_0
x6177_0_0	Medication for cholesterol blood pressure or diabetes|x6177_0_0
x6179_0_0	Mineral and other dietary supplements|x6179_0_0
x6183_0_0	Number of cigarettes previously smoked daily (current cigar/pipe smokers)|x6183_0_0
x6194_0_0	Age stopped smoking cigarettes (current cigar/pipe or previous cigarette smoker)|x6194_0_0
x6205_0_0	Which eye(s) affected by strabismus (squint)|x6205_0_0
x6218_0_0	Impedance of whole body manual entry|x6218_0_0
x6219_0_0	Impedance of leg manual entry (right)|x6219_0_0
x6220_0_0	Impedance of leg manual entry (left)|x6220_0_0
x6221_0_0	Impedance of arm manual entry (right)|x6221_0_0
x6222_0_0	Impedance of arm manual entry (left)|x6222_0_0
x6312_0_0	Value entered|x6312_0_0
x6332_0_0	Item selected for each puzzle|x6332_0_0
x6333_0_0	Duration spent answering each puzzle|x6333_0_0
x6348_0_0	Duration to complete numeric path (trail #1)|x6348_0_0
x6349_0_0	Total errors traversing numeric path (trail #1)|x6349_0_0
x6350_0_0	Duration to complete alphanumeric path (trail #2)|x6350_0_0
x6351_0_0	Total errors traversing alphanumeric path (trail #2)|x6351_0_0
x6362_0_0	First code array presented|x6362_0_0
x6373_0_0	Number of puzzles correctly solved|x6373_0_0
x6374_0_0	Number of puzzles viewed|x6374_0_0
x6383_0_0	Number of puzzles attempted|x6383_0_0
x6448_0_0	"Word associated with huge""3359036121""Accruing|x6448_0_0"
x6459_0_0	"Word associated with happy""3359036121""Accruing|x6459_0_0"
x6470_0_0	"Word associated with tattered""3359036121""Accruing|x6470_0_0"
x6481_0_0	"Word associated with old""3359036121""Accruing|x6481_0_0"
x6492_0_0	"Word associated with long""3359036121""Accruing|x6492_0_0"
x6503_0_0	"Word associated with red""3359036121""Accruing|x6503_0_0"
x6514_0_0	"Word associated with sulking""3359036121""Accruing|x6514_0_0"
x6525_0_0	"Word associated with pretty""3359036121""Accruing|x6525_0_0"
x6536_0_0	"Word associated with tiny""3359036121""Accruing|x6536_0_0"
x6547_0_0	"Word associated with new""3359036121""Accruing|x6547_0_0"
x6671_0_0	Number of antibiotics taken in last 3 months|x6671_0_0
x6770_0_0	Errors before selecting correct item in numeric path (trail #1)|x6770_0_0
x6771_0_0	Errors before selecting correct item in alphanumeric path (trail #2)|x6771_0_0
x6772_0_0	Interval between previous point and current one in numeric path (trail #1)|x6772_0_0
x6773_0_0	Interval between previous point and current one in alphanumeric path (trail #2)|x6773_0_0
x10004_0_0	Medication for pain relief constipation heartburn (pilot)|x10004_0_0
x10005_0_0	Medication for smoking cessation constipation heartburn allergies (pilot)|x10005_0_0
x10006_0_0	Mouth/teeth dental problems (pilot)|x10006_0_0
x10007_0_0	Vitamin and mineral supplements (pilot)|x10007_0_0
x10016_0_0	Regular use of hands-free device/speakerphone with mobile phone (pilot)|x10016_0_0
x10105_0_0	Internet user (pilot)|x10105_0_0
x10114_0_0	Willing to be contacted by email (pilot)|x10114_0_0
x10115_0_0	Why stopped smoking (pilot)|x10115_0_0
x10132_0_0	Type of progestan-only oral contraceptive used (pilot)|x10132_0_0
x10133_0_0	Number of columns displayed in round (pilot)|x10133_0_0
x10134_0_0	Number of rows displayed in round (pilot)|x10134_0_0
x10136_0_0	Number of correct matches in round (pilot)|x10136_0_0
x10137_0_0	Number of incorrect matches in round (pilot)|x10137_0_0
x10138_0_0	Time to complete round (pilot)|x10138_0_0
x10139_0_0	Index for card A in round (pilot)|x10139_0_0
x10140_0_0	Index for card B in round (pilot)|x10140_0_0
x10141_0_0	Number of times snap-button pressed (pilot)|x10141_0_0
x10142_0_0	Number of columns displayed (pilot)|x10142_0_0
x10143_0_0	Number of rows displayed (pilot)|x10143_0_0
x10144_0_0	Time taken to complete lights test (pilot)|x10144_0_0
x10147_0_0	Duration to first press of snap-button in each round (pilot)|x10147_0_0
x10241_0_0	Touchscreen duration (pilot)|x10241_0_0
x10609_0_0	Words answer array (pilot)|x10609_0_0
x10610_0_0	Word count (pilot)|x10610_0_0
x10612_0_0	Number of words beginning with 'S' (pilot)|x10612_0_0
x10691_0_0	Result ranking (pilot)|x10691_0_0
x10693_0_0	Acceptability of each blow result (pilot)|x10693_0_0
x10694_0_0	Forced vital capacity (FVC) (pilot)|x10694_0_0
x10695_0_0	Forced expiratory volume in 1-second (FEV1) (pilot)|x10695_0_0
x10696_0_0	Peak expiratory flow (PEF) (pilot)|x10696_0_0
x10711_0_0	Spirometry method (pilot)|x10711_0_0
x10717_0_0	Number of measurements made (pilot)|x10717_0_0
x10721_0_0	Illness injury bereavement stress in last 2 years (pilot)|x10721_0_0
x10722_0_0	Qualifications (pilot)|x10722_0_0
x10723_0_0	Vitamin supplements (pilot)|x10723_0_0
x10740_0_0	Frequency of friend/family visits (pilot)|x10740_0_0
x10749_0_0	Time using mobile phone in last 3 months (pilot)|x10749_0_0
x10767_0_0	Spread type (pilot)|x10767_0_0
x10776_0_0	Bread type/intake (pilot)|x10776_0_0
x10793_0_0	Hearing difficulty/problems (pilot)|x10793_0_0
x10818_0_0	Reason for reducing amount of alcohol drunk (pilot)|x10818_0_0
x10827_0_0	Ever stopped smoking for 6+ months (pilot)|x10827_0_0
x10844_0_0	Gestational diabetes only (pilot)|x10844_0_0
x10853_0_0	Reason former drinker stopped drinking alcohol (pilot)|x10853_0_0
x10854_0_0	Other dietary supplements (pilot)|x10854_0_0
x10855_0_0	Never eat eggs dairy wheat sugar (pilot)|x10855_0_0
x10860_0_0	Gas or solid-fuel cooking/heating (pilot)|x10860_0_0
x10877_0_0	Average total household income before tax (pilot)|x10877_0_0
x10886_0_0	Difference in mobile phone use compared to one year previously (pilot)|x10886_0_0
x10895_0_0	Light smokers at least 100 smokes in lifetime (pilot)|x10895_0_0
x10912_0_0	Variation in diet (pilot)|x10912_0_0
x10953_0_0	Duration of walks (pilot)|x10953_0_0
x10962_0_0	Duration of moderate physical activity (pilot)|x10962_0_0
x10971_0_0	Duration of vigorous physical activity (pilot)|x10971_0_0
x12139_0_0	Believed safe to perform brain MRI scan|x12139_0_0
x12140_0_0	Believed safe to perform abdominal MRI scan|x12140_0_0
x12141_0_0	Believed safe to perform DXA scan|x12141_0_0
x12143_0_0	Weight (pre-imaging)|x12143_0_0
x12144_0_0	Height|x12144_0_0
x12148_0_0	Number of imaging stages blocked at screening|x12148_0_0
x12187_0_0	Brain MRI measuring method|x12187_0_0
x12188_0_0	Operator indicated brain MRI measurement completed|x12188_0_0
x12223_0_0	Abdominal MRI measuring method|x12223_0_0
x12224_0_0	Abdominal MRI measurement completed|x12224_0_0
x12253_0_0	DXA measuring method|x12253_0_0
x12254_0_0	DXA measurement completed|x12254_0_0
x12291_0_0	Carotid ultrasound measuring method|x12291_0_0
x12292_0_0	Carotid ultrasound measurement completed|x12292_0_0
x12323_0_0	12-lead ECG measuring method|x12323_0_0
x12336_0_0	Ventricular rate|x12336_0_0
x12338_0_0	P duration|x12338_0_0
x12340_0_0	QRS duration|x12340_0_0
x12651_0_0	Duration of eprime test|x12651_0_0
x12654_0_0	Number of automated diagnostic comments recorded during 12-lead ECG|x12654_0_0
x12657_0_0	Suspicious flag for 12-lead ECG|x12657_0_0
x12673_0_0	Heart rate during PWA|x12673_0_0
x12674_0_0	Systolic brachial blood pressure during PWA|x12674_0_0
x12675_0_0	Diastolic brachial blood pressure during PWA|x12675_0_0
x12676_0_0	Peripheral pulse pressure during PWA|x12676_0_0
x12677_0_0	Central systolic blood pressure during PWA|x12677_0_0
x12678_0_0	Central pulse pressure during PWA|x12678_0_0
x12679_0_0	Number of beats in waveform average for PWA|x12679_0_0
x12680_0_0	Central augmentation pressure during PWA|x12680_0_0
x12681_0_0	Augmentation index for PWA|x12681_0_0
x12682_0_0	Cardiac output during PWA|x12682_0_0
x12683_0_0	End systolic pressure during PWA|x12683_0_0
x12684_0_0	End systolic pressure index during PWA|x12684_0_0
x12685_0_0	Total peripheral resistance during PWA|x12685_0_0
x12686_0_0	Stroke volume during PWA|x12686_0_0
x12687_0_0	Mean arterial pressure during PWA|x12687_0_0
x12697_0_0	Systolic brachial blood pressure|x12697_0_0
x12698_0_0	Diastolic brachial blood pressure|x12698_0_0
x12699_0_0	Number of PWA tests performed|x12699_0_0
x12700_0_0	Vicorder results plausible|x12700_0_0
x12702_0_0	Cardiac index during PWA|x12702_0_0
x12706_0_0	Eprime error flag|x12706_0_0
x20001_0_0	Cancer code self-reported|x20001_0_0
x20002_0_0	Non-cancer illness code self-reported|x20002_0_0
x20003_0_0	Treatment/medication code|x20003_0_0
x20004_0_0	Operation code|x20004_0_0
x20005_0_0	Email access|x20005_0_0
x20006_0_0	Interpolated Year when cancer first diagnosed|x20006_0_0
x20007_0_0	Interpolated Age of participant when cancer first diagnosed|x20007_0_0
x20008_0_0	Interpolated Year when non-cancer illness first diagnosed|x20008_0_0
x20009_0_0	Interpolated Age of participant when non-cancer illness first diagnosed|x20009_0_0
x20010_0_0	Interpolated Year when operation took place|x20010_0_0
x20011_0_0	Interpolated Age of participant when operation took place|x20011_0_0
x20012_0_0	Method of recording time when cancer first diagnosed|x20012_0_0
x20013_0_0	Method of recording time when non-cancer illness first diagnosed|x20013_0_0
x20014_0_0	Method of recording time when operation occurred|x20014_0_0
x20015_0_0	Sitting height|x20015_0_0
x20016_0_0	Fluid intelligence score|x20016_0_0
x20018_0_0	Prospective memory result|x20018_0_0
x20019_0_0	Speech-reception-threshold (SRT) estimate (left)|x20019_0_0
x20021_0_0	Speech-reception-threshold (SRT) estimate (right)|x20021_0_0
x20022_0_0	Birth weight|x20022_0_0
x20023_0_0	Mean time to correctly identify matches|x20023_0_0
x20033_0_0	Home location at assessment - east co-ordinate|x20033_0_0
x20034_0_0	Home location at assessment - north co-ordinate|x20034_0_0
x20041_0_0	Reason for skipping weight|x20041_0_0
x20042_0_0	Reason for skipping spirometry|x20042_0_0
x20043_0_0	Reason for skipping grip strength (right)|x20043_0_0
x20044_0_0	Reason for skipping grip strength (left)|x20044_0_0
x20045_0_0	Reason for skipping waist|x20045_0_0
x20046_0_0	Reason for skipping hip measurement|x20046_0_0
x20047_0_0	Reason for skipping standing height|x20047_0_0
